rule_id,category_id,product_id,storage_type_id,min_days,max_days,recommended_days,rule_status,confidence,evidence_classification,source_name,source_url,source_locator,source_value_text,handling_notes
78,5,22,2,180,240,210,AVAILABLE,LOW,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",6-8 months frozen,Freezer durations are quality guidance; freezing may soften fruit after thawing. Prepare and package fruit appropriately before freezing.
79,5,23,3,1,1,1,AVAILABLE,HIGH,PRODUCT_SPECIFIC,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Grapes,1 day in pantry,Inspect for spoilage and follow package/manufacturer instructions when available.
80,5,23,1,7,7,7,AVAILABLE,HIGH,PRODUCT_SPECIFIC,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Grapes,1 week refrigerated,Inspect for spoilage and follow package/manufacturer instructions when available.
81,5,23,2,30,30,30,AVAILABLE,HIGH,PRODUCT_SPECIFIC,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Grapes,1 month frozen,Freezer durations are quality guidance; freezing may soften fruit after thawing. Prepare and package fruit appropriately before freezing.
82,5,24,3,0,0,,QUALITATIVE_ONLY,MEDIUM,PRODUCT_SPECIFIC,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Avocados,Keep at room temperature until ripe,Inspect for spoilage and follow package/manufacturer instructions when available.
83,5,24,1,3,4,3.5,AVAILABLE,HIGH,PRODUCT_SPECIFIC,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Avocados,3-4 days refrigerated once ripe,Inspect for spoilage and follow package/manufacturer instructions when available.
84,5,24,2,0,0,,NOT_RECOMMENDED,HIGH,PRODUCT_SPECIFIC,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Avocados,Not recommended for freezing in the fresh whole state,Inspect for spoilage and follow package/manufacturer instructions when available.
85,5,25,3,3,5,4,AVAILABLE,LOW,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",3-5 days in pantry,Inspect for spoilage and follow package/manufacturer instructions when available.
86,5,25,1,7,7,7,AVAILABLE,LOW,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",1 week refrigerated,Inspect for spoilage and follow package/manufacturer instructions when available.
87,5,25,2,180,240,210,AVAILABLE,LOW,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",6-8 months frozen,Freezer durations are quality guidance; freezing may soften fruit after thawing. Prepare and package fruit appropriately before freezing.
88,5,26,3,3,5,4,AVAILABLE,LOW,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",3-5 days in pantry,Inspect for spoilage and follow package/manufacturer instructions when available.
89,5,26,1,7,7,7,AVAILABLE,LOW,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",1 week refrigerated,Inspect for spoilage and follow package/manufacturer instructions when available.
90,5,26,2,180,240,210,AVAILABLE,LOW,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",6-8 months frozen,Freezer durations are quality guidance; freezing may soften fruit after thawing. Prepare and package fruit appropriately before freezing.
91,5,27,3,3,5,4,AVAILABLE,LOW,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",3-5 days in pantry,Inspect for spoilage and follow package/manufacturer instructions when available.
92,5,27,1,7,7,7,AVAILABLE,LOW,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",1 week refrigerated,Inspect for spoilage and follow package/manufacturer instructions when available.
93,5,27,2,180,240,210,AVAILABLE,LOW,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",6-8 months frozen,Freezer durations are quality guidance; freezing may soften fruit after thawing. Prepare and package fruit appropriately before freezing.
94,5,28,3,3,5,4,AVAILABLE,LOW,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",3-5 days in pantry,Inspect for spoilage and follow package/manufacturer instructions when available.
95,5,28,1,7,7,7,AVAILABLE,LOW,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",1 week refrigerated,Inspect for spoilage and follow package/manufacturer instructions when available.
96,5,28,2,180,240,210,AVAILABLE,LOW,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",6-8 months frozen,Freezer durations are quality guidance; freezing may soften fruit after thawing. Prepare and package fruit appropriately before freezing.
97,5,29,3,0,0,,QUALITATIVE_ONLY,LOW,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Peaches, nectarines, plums, pears, sapote",Keep at room temperature until ripe,Inspect for spoilage and follow package/manufacturer instructions when available.
98,5,29,1,3,5,4,AVAILABLE,LOW,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Peaches, nectarines, plums, pears, sapote",3-5 days refrigerated once ripe,Inspect for spoilage and follow package/manufacturer instructions when available.
99,5,29,2,60,60,60,AVAILABLE,LOW,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Peaches, nectarines, plums, pears, sapote",2 months frozen,Freezer durations are quality guidance; freezing may soften fruit after thawing. Prepare and package fruit appropriately before freezing.
100,5,30,3,3,5,4,AVAILABLE,LOW,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",3-5 days in pantry,Inspect for spoilage and follow package/manufacturer instructions when available.
101,5,30,1,7,7,7,AVAILABLE,LOW,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",1 week refrigerated,Inspect for spoilage and follow package/manufacturer instructions when available.
102,5,30,2,180,240,210,AVAILABLE,LOW,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",6-8 months frozen,Freezer durations are quality guidance; freezing may soften fruit after thawing. Prepare and package fruit appropriately before freezing.
103,5,31,3,0,0,,QUALITATIVE_ONLY,LOW,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Peaches, nectarines, plums, pears, sapote",Keep at room temperature until ripe,Inspect for spoilage and follow package/manufacturer instructions when available.
104,5,31,1,3,5,4,AVAILABLE,LOW,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Peaches, nectarines, plums, pears, sapote",3-5 days refrigerated once ripe,Inspect for spoilage and follow package/manufacturer instructions when available.
105,5,31,2,60,60,60,AVAILABLE,LOW,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Peaches, nectarines, plums, pears, sapote",2 months frozen,Freezer durations are quality guidance; freezing may soften fruit after thawing. Prepare and package fruit appropriately before freezing.
106,5,32,3,0,0,,QUALITATIVE_ONLY,LOW,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Cherimoya,Keep at room temperature until ripe,Inspect for spoilage and follow package/manufacturer instructions when available.
107,5,32,1,4,4,4,AVAILABLE,MEDIUM,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Cherimoya,4 days refrigerated once ripe,Inspect for spoilage and follow package/manufacturer instructions when available.
108,5,32,2,300,360,330,AVAILABLE,MEDIUM,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Cherimoya,10-12 months frozen,Freezer durations are quality guidance; freezing may soften fruit after thawing. Prepare and package fruit appropriately before freezing.
109,5,33,3,3,5,4,AVAILABLE,LOW,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",3-5 days in pantry,Inspect for spoilage and follow package/manufacturer instructions when available.
110,5,33,1,7,7,7,AVAILABLE,LOW,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",1 week refrigerated,Inspect for spoilage and follow package/manufacturer instructions when available.
111,5,33,2,180,240,210,AVAILABLE,LOW,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",6-8 months frozen,Freezer durations are quality guidance; freezing may soften fruit after thawing. Prepare and package fruit appropriately before freezing.
112,5,34,3,3,5,4,AVAILABLE,LOW,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",3-5 days in pantry,Inspect for spoilage and follow package/manufacturer instructions when available.
113,5,34,1,7,7,7,AVAILABLE,LOW,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",1 week refrigerated,Inspect for spoilage and follow package/manufacturer instructions when available.
114,5,34,2,180,240,210,AVAILABLE,LOW,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",6-8 months frozen,Freezer durations are quality guidance; freezing may soften fruit after thawing. Prepare and package fruit appropriately before freezing.
115,5,35,3,3,5,4,AVAILABLE,LOW,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",3-5 days in pantry,Inspect for spoilage and follow package/manufacturer instructions when available.
116,5,35,1,7,7,7,AVAILABLE,LOW,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",1 week refrigerated,Inspect for spoilage and follow package/manufacturer instructions when available.
117,5,35,2,180,240,210,AVAILABLE,LOW,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",6-8 months frozen,Freezer durations are quality guidance; freezing may soften fruit after thawing. Prepare and package fruit appropriately before freezing.
